genus,species,tmax,tmin,phylum,class,order,family,scientific_name_std,n,lat,long,region
Peromyscus,leucopus,34.5,27.5,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus leucopus,11,42.5,-76.5,Temperate
Neomys,anomalus,30,25,Chordata,Mammalia,Insectivora,Soricidae,Neomys anomalus,11,52.72,23.65,Temperate
Neomys,fodiens,30,25,Chordata,Mammalia,Insectivora,Soricidae,Neomys fodiens,17,52.72,23.65,Temperate
Canis,latrans,26,22,Chordata,Mammalia,Carnivora,Canidae,Canis latrans,3,33.4,-112.5,Temperate
Vulpes,macrotis,33,19,Chordata,Mammalia,Carnivora,Canidae,Vulpes macrotis,5,33.4,-111.5,Temperate
Acomys,Russatus,37,33,Chordata,Mammalia,Rodentia,Muridae,Acomys russatus,7,31.46,35.38,Temperate
Dipodillus,dasyurus,35,32,Chordata,Mammalia,Rodentia,Muridae,Dipodillus dasyurus,6,32.31,34.93,Temperate
Mus,macedonicus,33,28,Chordata,Mammalia,Rodentia,Muridae,Mus macedonicus,7,32.44,35.03,Temperate
Sylvilagus,audubonii,40,25,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus audubonii,8,32.14,-110.55,Temperate
Jaculus,deserti,35,33,Chordata,Mammalia,Rodentia,Dipodidae,NA,8,30.9,-4,Temperate
Jaculus,orientalis,33,28,Chordata,Mammalia,Rodentia,Dipodidae,Jaculus orientalis,8,32.5,-6,Temperate
Liomys,irroratus,34,31,Chordata,Mammalia,Rodentia,Heteromyidae,Liomys irroratus,13,26.2,-98.4,Temperate
Brachylagus,idahoensis,25.5,17.5,Chordata,Mammalia,Lagomorpha,Leporidae,Brachylagus idahoensis,8,41.6,-106.35,Temperate
Spilogale,putorius,36,30,Chordata,Mammalia,Carnivora,Mephitidae,Spilogale putorius,6,26.28,-81.04,Temperate
Erinaceus,concolor,31.5,27.5,Chordata,Mammalia,Insectivora,Erinaceidae,Erinaceus concolor,25,50,20,Temperate
Ochrotomys,nuttalli,36,29.5,Chordata,Mammalia,Rodentia,Cricetidae,Ochrotomys nuttalli,9,28.5,-81.6,Temperate
Peromyscus,gossypinus,35.3,29.7,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus gossypinus,NA,29.4,-82.19,Temperate
Apodemus,agrarius,27.5,25,Chordata,Mammalia,Rodentia,Muridae,Apodemus agrarius,7,48.29,124.51,Temperate
Apodemus,speciosus,30,25,Chordata,Mammalia,Rodentia,Muridae,Apodemus speciosus,6,48.29,124.51,Temperate
Myodes,rufocanus,27.5,22.5,Chordata,Mammalia,Rodentia,Cricetidae,Myodes rufocanus,5,48.29,124.51,Temperate
Peromyscus,californicus,34.5,27,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus californicus,85,34.3,-117.6,Temperate
Peromyscus,crinitus,35,29,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus crinitus,47,36.2,-115.2,Temperate
Peromyscus,eremicus,36.5,30,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus eremicus,85,36.2,-115.2,Temperate
Peromyscus,truei,33,27,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus truei,71,36.3,-115.7,Temperate
Geomys,pinetis,35,26,Chordata,Mammalia,Rodentia,Geomyidae,Geomys pinetis,10,29.4,-82.2,Temperate
Didelphis,virginiana,34,22,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis virginiana,3,29.39,-82.19,Temperate
Dipodomys,deserti,35,28.5,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys deserti,3,35.46,-119.49,Temperate
Scalopus,aquaticus,33,26,Chordata,Mammalia,Insectivora,Talpidae,Scalopus aquaticus,2,29.4,-82.2,Temperate
Setifer,setosus,33,28,Chordata,Mammalia,Afrosoricida,Tenrecidae,Setifer setosus,2,25.53,-80.16,Temperate
Ailurus,fulgens,36,25,Chordata,Mammalia,Carnivora,Ailuridae,Ailurus fulgens,2,33.1,103.27,Temperate
Lemmiscus,curtatus,33,25,Chordata,Mammalia,Rodentia,Cricetidae,Lemmiscus curtatus,11,42.7,-118.7,Temperate
Microtus,pinetorum,35,23,Chordata,Mammalia,Rodentia,Cricetidae,Microtus pinetorum,14,42.44,-76.47,Temperate
Microtus,richardsoni,33.5,22.5,Chordata,Mammalia,Rodentia,Cricetidae,Microtus richardsoni,2,44.19,-121.65,Temperate
Myodes,californicus,33,25,Chordata,Mammalia,Rodentia,Cricetidae,Myodes californicus,2,44.6,-123.38,Temperate
Neofiber,alleni,34,25,Chordata,Mammalia,Rodentia,Cricetidae,Neofiber alleni,5,29.79,-82.49,Temperate
Ondatra,zibethicus,30,15,Chordata,Mammalia,Rodentia,Cricetidae,Ondatra zibethicus,3,40.71,-74.01,Temperate
Sorex,cinereus,30,25,Chordata,Mammalia,Insectivora,Soricidae,Sorex cinereus,7,37.4,-121.94,Temperate
Marmosa,lepida,35,31,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosa lepida,NA,35.4,-115.2,Temperate
Vulpes,zerda,32,23.4,Chordata,Mammalia,Carnivora,Canidae,Vulpes zerda,5,33.8,8.4,Temperate
Myotis,thysanodes,34.5,32.5,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis thysanodes,4,35.65,-105.28,Temperate
Microtus,montanus,31,26,Chordata,Mammalia,Rodentia,Cricetidae,Microtus montanus,9,46.43,-117.1,Temperate
Reithrodontomys,megalotis,34.5,31.5,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys megalotis,5,35.17,-119.42,Temperate
Cynomys,ludovicianus,35,30,Chordata,Mammalia,Rodentia,Sciuridae,Cynomys ludovicianus,12,46.9,-112.1,Temperate
Paraechinus,aethiopicus ,34.2,30,Chordata,Mammalia,Insectivora,Erinaceidae,NA,5,29.5,34,Temperate
Cricetulus,barabensis,30,27,Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus barabensis,14,39.25,116.34,Temperate
Crocidura,russula,35,27.5,Chordata,Mammalia,Insectivora,Soricidae,Crocidura russula,7,46.51,6.63,Temperate
Crocidura,suaveolens,35,27.5,Chordata,Mammalia,Insectivora,Soricidae,Crocidura suaveolens,4,46.22,8.74,Temperate
Myotis,lucifugus,39,36,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis lucifugus,NA,47.1,-88.6,Temperate
Thomomys,bottae,30,28,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys bottae,35,33.59,-117.59,Temperate
Chaetodipus,hispidus,33.5,30.5,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus hispidus,6,28.1,-97.44,Temperate
Tamias,striatus,32,28.5,Chordata,Mammalia,Rodentia,Sciuridae,Tamias striatus,7,42.45,-76.5,Temperate
Meriones,unguiculatus,38,26,Chordata,Mammalia,Rodentia,Muridae,Meriones unguiculatus,8,43.93,116.09,Temperate
Onychomys,torridus,35,30,Chordata,Mammalia,Rodentia,Cricetidae,Onychomys torridus,8,32.19,-106.76,Temperate
Microtus,pennsylvanicus,29,25,Chordata,Mammalia,Rodentia,Cricetidae,Microtus pennsylvanicus,3,42.7,-84.48,Temperate
Tamias,minimus,34,26,Chordata,Mammalia,Rodentia,Sciuridae,Tamias minimus,9,38.96,-106.99,Temperate
Tursiops,truncatus,23,5.9,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops truncatus,3,32.6,-117.2,Temperate
Eptesicus,fuscus,36,26.7,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus fuscus,10,42.78,-97,Temperate
Tamias,merriami,35,29,Chordata,Mammalia,Rodentia,Sciuridae,Tamias merriami,8,34.79,-119,Temperate
Microtus,ochrogaster,36,25,Chordata,Mammalia,Rodentia,Cricetidae,Microtus ochrogaster,NA,40.6,-105.05,Temperate
Pecari,tajacu,35,25,Chordata,Mammalia,Suina,Tayassuidae,Pecari tajacu,5,32.14,-111.05,Temperate
Tupaia,belangeri,35,30,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia belangeri,10,26.24,102.35,Temperate
Microcebus,murinus,NA,25,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus murinus,8,48.7,2.5,Temperate
Microtus,guentheri,NA,30,Chordata,Mammalia,Rodentia,Cricetidae,Microtus guentheri,6,31.9,34.8,Temperate
Geomys,bursarius,NA,30,Chordata,Mammalia,Rodentia,Geomyidae,Geomys bursarius,7,45.1,-93.16,Temperate
Chaetodipus,penicillatus,NA,31,Chordata,Mammalia,Rodentia,Heteromyidae,Chaetodipus penicillatus,NA,43.58,-74.23,Temperate
Condylura,cristata,NA,24.5,Chordata,Mammalia,Insectivora,Talpidae,Condylura cristata,12,49.06,-95.59,Temperate
Dipodomys,merriami,NA,32,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys merriami,25,34.6,-117.85,Temperate
Dipodomys,panamintinus,NA,33,Chordata,Mammalia,Rodentia,Heteromyidae,Dipodomys panamintinus,15,34.6,-117.85,Temperate
Gerbillus,andersoni,NA,28,Chordata,Mammalia,Rodentia,Muridae,Gerbillus andersoni,6,32.36,34.55,Temperate
Gerbillus,nanus,NA,33,Chordata,Mammalia,Rodentia,Muridae,Gerbillus nanus,6,32.36,34.56,Temperate
Apodemus,mystacinus,NA,28,Chordata,Mammalia,Rodentia,Muridae,Apodemus mystacinus,6,33,35,Temperate
Cerdocyon,thous,NA,25,Chordata,Mammalia,Carnivora,Canidae,Cerdocyon thous,2,38.49,-77.57,Temperate
Baiomys,taylori,NA,29,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys taylori,4,28.01,-97.31,Temperate
Trichechus,manatus,NA,24,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus manatus,3,29.6,-81.2,Temperate
Erethizon,dorsatum,NA,-12,Chordata,Mammalia,Rodentia,Erethizontidae,Erethizon dorsatus,2,61.41,-147.54,Temperate
Neotoma,lepida,NA,25,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma lepida,21,37.1,-114,Temperate
Notiosorex,crawfordi,NA,32,Chordata,Mammalia,Insectivora,Soricidae,Notiosorex crawfordi,8,32.24,-110.49,Temperate
Zalophus,californianus,NA,6.4,Chordata,Mammalia,Carnivora,Otariidae,Zalophus californianus,5,33.2,-119.49,Temperate
Sorex,minutus,NA,22,Chordata,Mammalia,Insectivora,Soricidae,Sorex minutus,12,53.28,6.15,Temperate
Spalax,leucodon,NA,25,Chordata,Mammalia,Rodentia,Spalacidae,Spalax leucodon,1,41.23,33.46,Temperate
Aplodontia,rufa,NA,26.5,Chordata,Mammalia,Rodentia,Aplodontiidae,Aplodontia rufa,3,44.3,-123.33,Temperate
Dasypus,novemcinctus,NA,28,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus novemcinctus,5,29.39,-82.19,Temperate
Arborimus,longicaudus,NA,23,Chordata,Mammalia,Rodentia,Cricetidae,Arborimus longicaudus,6,40.7,-123.8,Temperate
Microtus,oeconomus,NA,22.5,Chordata,Mammalia,Rodentia,Cricetidae,Microtus oeconomus,9,64.8,-147.7,Temperate
Phenacomys,intermedius,NA,25,Chordata,Mammalia,Rodentia,Cricetidae,Phenacomys intermedius,13,39.5,-105.8,Temperate
Lynx,rufus,NA,19,Chordata,Mammalia,Carnivora,Felidae,Lynx rufus,3,29.7,-82.35,Temperate
Tamiasciurus,hudsonicus,NA,15,Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus hudsonicus,12,50.29,-98.31,Temperate
Callorhinus,ursinus,NA,5.4,Chordata,Mammalia,Carnivora,Otariidae,Callorhinus ursinus,6,57.2,-170.3,Temperate
Myopus,schisticolor,NA,20.9,Chordata,Mammalia,Rodentia,Cricetidae,Myopus schisticolor,10,65.19,25.26,Temperate
Acomys,cahirinus,NA,27,Chordata,Mammalia,Rodentia,Muridae,Acomys cahirinus,6,30.03,35.02,Temperate
Erinaceus,europaeus,NA,26,Chordata,Mammalia,Insectivora,Erinaceidae,Erinaceus europaeus,8,32,34.8,Temperate
Sorex,alpinus,NA,25,Chordata,Mammalia,Insectivora,Soricidae,Sorex alpinus,3,46.18,6.54,Temperate
Martes,americana,NA,29,Chordata,Mammalia,Carnivora,Mustelidae,Martes americana,5,38.96,-106.99,Temperate
Balanus,crenatus,25.2,-1.4,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus crenatus,20,55.75,-4.9,Temperate
Semibalanus,balanoides,34.9,-14.6,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus balanoides,20,55.75,-4.9,Temperate
Tigriopus,brevicornis,35.1,-16.9,Arthropoda,Maxillopoda,Harpacticoida,Harpacticidae,Tigriopus brevicornis,20,55.76,-4.91,Temperate
Tigriopus,fulvus,43.7,-2.1,Arthropoda,Maxillopoda,Harpacticoida,Harpacticidae,Tigriopus fulvus,20,32.6,-16.85,Temperate
Arthrocladia,villosa,27,-2,Phaeophyceae,Phaeophyceae,Desmarestiales,Arthrocladiaceae,Arthrocladia villosa,NA,48.7262,-3.985322,Temperate
Dictyopteris,ligulata,24,-2,Phaeophyceae,Phaeophyceae,Dictyotales,Dictyotaceae,NA,NA,48.7262,-3.985322,Temperate
Dictyopteris,polypodioides,24,3,Phaeophyceae,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyopteris polypodioides,NA,48.7262,-3.985322,Temperate
Halopteris,filicina,27,-2,Phaeophyceae,Phaeophyceae,Sphacelariales,Stypocaulaceae,Halopteris filicina,NA,48.7262,-3.985322,Temperate
Sporochnus,pedunculatus,27,-2,Phaeophyceae,Phaeophyceae,Sporochnales,Sporochnaceae,Sporochnus pedunculatus,NA,48.7262,-3.985322,Temperate
Acrothrix,gracilis,15,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,Acrothrix gracilis,6,47.53333,-52.616667,Temperate
myagropsis,Myagroides,30,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,NA,NA,34.076603,133.290823,Temperate
Sargassum,fulvellum,30,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,Sargassum fulvellum,NA,34.076603,133.290823,Temperate
Sargassum,hemiphyllum,27,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,Sargassum hemiphyllum,NA,34.076603,133.290823,Temperate
Sargassum,horneri,27,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,Sargassum horneri,NA,34.076603,133.290823,Temperate
Sargassum,macrocarpum,31,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,NA,NA,34.076603,133.290823,Temperate
Sargassum,micracanthum,27,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,Sargassum micracanthum,NA,34.076603,133.290823,Temperate
Sargassum,patens,31,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,Sargassum patens,NA,34.076603,133.290823,Temperate
Sargassum,piluliferum,30,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,Sargassum piluliferum,NA,34.076603,133.290823,Temperate
Sargassum,thunbergii,31,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,Sargassum thunbergii,NA,34.076603,133.290823,Temperate
Agarum,fimbriatum,20,NA,Phaeophyceae,Phaeophyceae,Laminariales,Costariaceae,Agarum fimbriatum,NA,48.536683,-123.015409,Temperate
Alaria,marginata,18,NA,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae,Alaria marginata,NA,48.536683,-123.015409,Temperate
Analipus,japonicus,25,NA,Phaeophyceae,Phaeophyceae,Heterochordariaceae,Heterochordariaceae,Analipus japonicus,NA,48.536683,-123.015409,Temperate
Costaria,costata,20,NA,Phaeophyceae,Phaeophyceae,Laminariales,Costariaceae,Costaria costata,NA,48.536683,-123.015409,Temperate
Cymathaere,triplicata,15,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,Cymathaere triplicata,NA,48.536683,-123.015409,Temperate
Egregia,menziesii,18,NA,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,Egregia menziesii,NA,48.536683,-123.015409,Temperate
Fucus,gardneri,23,NA,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae,Fucus gardneri,NA,48.536683,-123.015409,Temperate
Laminaria,sinclairii,20,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,Laminaria sinclairii,NA,48.536683,-123.015409,Temperate
Leathesia,difformis ,18,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,NA,NA,48.536683,-123.015409,Temperate
Macrocystis,integrifolia,23,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis integrifolia,NA,48.536683,-123.015409,Temperate
Nereocystis,luetkeana,18,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,Nereocystis luetkeana,NA,48.536683,-123.015409,Temperate
Pleurophycus,gardneri,15,NA,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae,Pleurophycus gardneri,NA,48.536683,-123.015409,Temperate
Postelsia,palmaeformis,15,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,Postelsia palmaeformis,NA,48.536683,-123.015409,Temperate
Pterygophora,californica,18,NA,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae,Pterygophora californica,NA,48.536683,-123.015409,Temperate
Saccharina,groenlandica,18,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,NA,NA,48.536683,-123.015409,Temperate
Saccharina,sessilis,15,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,NA,NA,48.536683,-123.015409,Temperate
Sargassum,muticum,28,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,Sargassum muticum,NA,48.536683,-123.015409,Temperate
Soranthera,ulvoidea,20,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,Soranthera ulvoidea,NA,48.536683,-123.015409,Temperate
Laminaria,digitata,19,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,Laminaria digitata,9,54.19261,7.86732,Temperate
Laminaria,hyperborea,19,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,Laminaria hyperborea,10,54.19261,7.86732,Temperate
Laminaria,latissima,21,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,NA,9,54.19261,7.86732,Temperate
Ascophyllum,nodosum,28,NA,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae,Ascophyllum nodosum,4,54.19261,7.86732,Temperate
Chorda,filum,20,NA,Phaeophyceae,Phaeophyceae,Laminariales,Chordaceae,Chorda filum,2,54.19261,7.86732,Temperate
Cladostephus,spongiosus,28,NA,Phaeophyceae,Phaeophyceae,Sphacelariales,Cladostephaceae,Cladostephus spongiosus,6,54.19261,7.86732,Temperate
Fucus,serratus,25,NA,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae,Fucus serratus,5,54.19261,7.86732,Temperate
Fucus,spiralis,28,NA,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae,Fucus spiralis,5,54.19261,7.86732,Temperate
Fucus,vesiculosus,28,NA,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae,Fucus vesiculosus,5,54.19261,7.86732,Temperate
Halidrys,siliquosa,25,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,Halidrys siliquosa,1,54.19261,7.86732,Temperate
Halosiphon,tomentosa,18,NA,Phaeophyceae,Phaeophyceae,Laminariales,Halosiphonaceae,Halosiphon tomentosus,2,54.19261,7.86732,Temperate
Petalonia,fascia,23,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Petalonia fascia,1,54.18145,7.892549,Temperate
Scytosiphon,lomentaria,25,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Scytosiphon lomentaria,1,54.19261,7.86732,Temperate
Sphacelaria,radicans,25,NA,Phaeophyceae,Phaeophyceae,Sphacelariales,Sphacelariaceae,Sphacelaria radicans,2,54.19261,7.86732,Temperate
Stilophora,rhizodes,28,0,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,Stilophora tenella,4,45.62853,-61.91226,Temperate
Carpomitra,costata,26,0,Phaeophyceae,Phaeophyceae,Sporochnales,Sporochnaceae,Carpomitra costata,3,43.705157,7.31492,Temperate
Colpomenia,peregrina,29,3,Phaeophyceae,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Colpomenia peregrina,3,40.631983,22.932378,Temperate
Stictyosiphon,soriferus,27,1,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,Stictyosiphon soriferus,3,43.705157,7.31492,Temperate
Desmarestia,aculeata,22.1,NA,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia aculeata,2,48.999951,-125.00003,Temperate
Desmarestia,munda,25.7,NA,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia ligulata,2,48.833027,-125.136954,Temperate
Desmarestia,viridis,26.4,NA,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia viridis,1,48.673196,-4.209235,Temperate
Desmarestia,willii,26.3,NA,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,Desmarestia confervoides,1,44.383217,-65.24991,Temperate
Dictyosiphon,foeniculaceus,27.4,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,Dictyosiphon foeniculaceus,2,53.149993,-9.150054,Temperate
Sphaerotrichia,divaricata,30.6,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,Sphaerotrichia divaricata,3,45.633134,-61.798328,Temperate
Undaria,pinnatifida,29.6,NA,Phaeophyceae,Phaeophyceae,Laminariales,Alariaceae,Undaria pinnatifida,2,43.449597,3.672837,Temperate
Punctaria,latifolia,24,4,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,Punctaria latifolia,4,45.203672,-64.618326,Temperate
Laminaria,ochroleuca,23.4,5,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,Laminaria ochroleuca,5,48.73287,-3.9837920000000002,Temperate
Laminaria,setchellii,18.4,0,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,Laminaria setchellii,5,49.087512,-126.314624,Temperate
Saccharina,bongardiana,18,NA,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,NA,5,49.087512,-126.314624,Temperate
Atrichum,undulatum,46.6,NA,Streptophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Atrichum undulatum,8,51,10,Temperate
Polytrichum,formosum,NA,-29.5,Streptophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum formosum,10,51,6.8,Temperate
Chondrus,crispus,27.3,NA,Rhodophyta,Rhodophyta,Gigartinales,Gigartinaceae,Chondrus crispus,8,54.19261,7.86732,Temperate
Cedrus,atlantica,51,NA,Streptophyta,Spermatophyta,Pinales,Pinaceae,Cedrus atlantica,5,42.49,2.25,Temperate
Cupressus,sempervirens,49.3,NA,Streptophyta,Spermatophyta,Cupressales,Cupressaceae,Cupressus sempervirens,5,42.49,2.25,Temperate
Pinus,halepensis,47.9,NA,Streptophyta,Spermatophyta,Pinales,Pinaceae,Pinus halepensis,5,42.49,2.25,Temperate
Pinus,nigra,47.2,NA,Streptophyta,Spermatophyta,Pinales,Pinaceae,Pinus nigra,5,42.49,2.25,Temperate
Quercus,suber,46,NA,Streptophyta,Spermatophyta,Fagales,Fagaceae,Quercus suber,5,36.8,10.1,Temperate
Quercus,ilex,42.6,-8.1,Streptophyta,Spermatophyta,Fagales,Fagaceae,Quercus ilex,10,39.69,-5.36,Temperate
Achillea,millefolium,41.5,NA,Streptophyta,Spermatophyta,Asterales,Asteraceae,Achillea millefolium,6,40.3,-3.7,Temperate
Anagyris,foetida,44.5,NA,Streptophyta,Spermatophyta,Fabales,Fabaceae,Anagyris foetida,6,40.3,-3.7,Temperate
Colutea,arborescens,42,NA,Streptophyta,Spermatophyta,Fabales,Fabaceae,Colutea arborescens,6,40.3,-3.7,Temperate
Epilobium,hirsutum,45.4,NA,Streptophyta,Spermatophyta,Myrtales,Onagraceae,Epilobium hirsutum,6,40.3,-3.7,Temperate
Pinus,pinaster,43.5,NA,Streptophyta,Spermatophyta,Pinales,Pinaceae,Pinus pinaster,6,40.3,-3.7,Temperate
Pistacia,terebinthus,43.2,NA,Streptophyta,Spermatophyta,Sapindales,Anacardiaceae,Pistacia terebinthus,6,40.3,-3.7,Temperate
Rhamnus,alaternus,44.5,NA,Streptophyta,Spermatophyta,Rosales,Rhamnaceae,Rhamnus alaternus,6,40.3,-3.7,Temperate
Acmispon,glaber,53.2,NA,Streptophyta,Spermatophyta,Fabales,Fabaceae,Acmispon glabrus,10,33.5,-117.1,Temperate
Adenostoma,fasciculatum,64.1,NA,Streptophyta,Spermatophyta,Rosales,Rosaceae,Adenostoma fasciculatum,10,33.5,-117.1,Temperate
Artemisia,californica,53,NA,Streptophyta,Spermatophyta,Asterales,Asteraceae,Artemisia californica,10,34.1,-118.6,Temperate
Atriplex,hymenelytra,59.7,NA,Streptophyta,Spermatophyta,Caryophyllales,Amaranthaceae,Atriplex hymenelytra,10,43.04,-73,Temperate
Atriplex,leucophylla,53.3,NA,Streptophyta,Spermatophyta,Caryophyllales,Amaranthaceae,Atriplex leucophylla,10,34.1,-118.6,Temperate
Baccharis,pilularis,54.3,NA,Streptophyta,Spermatophyta,Asterales,Asteraceae,Baccharis pilularis,10,34.1,-118.6,Temperate
Ceanothus,cuneatus,57.8,NA,Streptophyta,Spermatophyta,Rosales,Rhamnaceae,Ceanothus cuneatus,10,33.5,-117.1,Temperate
Ceanothus,oliganthus,54.8,NA,Streptophyta,Spermatophyta,Rosales,Rhamnaceae,Ceanothus oliganthus,10,33.5,-117.1,Temperate
Cercocarpus,betuloides,57.1,NA,Streptophyta,Spermatophyta,Rosales,Rosaceae,Cercocarpus montanus,10,33.5,-117.1,Temperate
Dirca,occidentalis,56,NA,Streptophyta,Spermatophyta,Malvales,Thymelaeaceae,Dirca occidentalis,10,33.5,-117.1,Temperate
Encella,alifornica,54.8,NA,Streptophyta,Spermatophyta,Asterales,Asteraceae,Encelia californica,10,34.1,-118.6,Temperate
Encella,farinosa,55.8,NA,Streptophyta,Spermatophyta,Asterales,Asteraceae,Encelia farinosa,10,43.04,-73,Temperate
Eriodictyon,californicum,52.3,NA,Streptophyta,Spermatophyta,Boraginales,Boraginaceae,Eriodictyon californicum,10,33.5,-117.1,Temperate
Eriogonum,fasciculatum,57.5,NA,Streptophyta,Spermatophyta,Caryophyllales,Polygonaceae,Eriogonum fasciculatum,10,43.04,-73,Temperate
Eriogonum,latifolium,56.3,NA,Streptophyta,Spermatophyta,Caryophyllales,Polygonaceae,Eriogonum latifolium,10,34.1,-118.6,Temperate
Hazardia,squarrosa,55.7,NA,Streptophyta,Spermatophyta,Asterales,Asteraceae,Hazardia squarrosa,10,34.1,-118.6,Temperate
Heteromeles,arbutifolia,56.5,NA,Streptophyta,Spermatophyta,Rosales,Rosaceae,Heteromeles arbutifolia,10,33.5,-117.1,Temperate
Isocoma,acradenia,56.4,NA,Streptophyta,Spermatophyta,Asterales,Asteraceae,Isocoma acradenia,10,43.04,-73,Temperate
Isocoma,menziesii,52.9,NA,Streptophyta,Spermatophyta,Asterales,Asteraceae,Isocoma menziesii,10,34.1,-118.6,Temperate
Larrea,tridentata,71.5,NA,Streptophyta,Spermatophyta,Zygophyllales,Zygophyllaceae,Larrea tridentata,10,43.04,-73,Temperate
Lepechinia,calycina,52.7,NA,Streptophyta,Spermatophyta,Lamiales,Lamiaceae,Lepechinia calycina,10,33.5,-117.1,Temperate
Lonicera,hispidula,58.3,NA,Streptophyta,Spermatophyta,Dipsacales,Caprifoliaceae,Lonicera hispidula,10,33.5,-117.1,Temperate
